10240,1,1.1912653140007023
102400,1,2.171112054000332
1048576,1,3.2086819609994564
10240,1,0.23191379600029904
102400,1,0.19910292600070534
1048576,1,0.52605887000027
10240,2,0.17193601799954195
102400,2,0.24365298100019572
1048576,2,0.5315811479995318
10240,1,0.22033074099999794
102400,1,0.1963137769998866
1048576,1,0.4886067780007579
10240,2,0.1634400930015545
102400,2,0.20062231500014605
1048576,2,0.43836501899932045
10240,1,0.2139717030004249
102400,1,0.24150407399974938
1048576,1,0.45046488900152326
10240,2,0.1621582590014441
102400,2,0.20454972299921792
1048576,2,0.448127685000145
10240,1,0.17350890800116758
102400,1,0.2556775560005917
1048576,1,0.45945488899997144
10240,2,0.19673877800050832
102400,2,0.19434175999958825
1048576,2,0.5825089629997819
10240,1,0.16162290799911716
102400,1,0.22877216699998826
1048576,1,0.48930503699921246
10240,2,0.21054264799931843
102400,2,0.1959906480005884
1048576,2,0.5502125729999534
10240,1,0.20857074099876627
102400,1,0.1743697969995992
1048576,1,0.48846040699936566
10240,2,0.19689764800023113
102400,2,0.19741120400067302
1048576,2,0.5844355549997999
10240,1,0.16234238899960474
102400,1,0.22887420400002156
1048576,1,0.49043507399983355
10240,2,0.2233219450008619
102400,2,0.2032424440003524
1048576,2,0.5473562949991901
10240,1,0.16341183299846307
102400,1,0.22319838799921854
1048576,1,0.48618907399941236
10240,2,0.22180761100025848
102400,2,0.18398538900146377
1048576,2,0.5900525000015477
10240,1,0.16543411100064986
102400,1,0.2323495560012816
1048576,1,0.5019344440006535
10240,2,0.35426620399994135
102400,2,0.18579844400119327
1048576,2,0.8880497030004335
10240,1,0.1682379999983823
102400,1,0.2513726110009884
1048576,1,0.3822393509999529
10240,2,0.2201105740005005
102400,2,0.18088344399984635
1048576,2,0.9286080919991946
10240,1,0.16613809199952811
102400,1,0.26831894400129386
1048576,1,0.4960589999991498
10240,2,0.2151633520006726
102400,2,0.196228851998967
1048576,2,0.47550042499824485
10240,1,0.17923164800049562
102400,1,0.196408073999919
1048576,1,0.49672896300035063
10240,2,0.1803607780002494
102400,2,0.23433748099887453
1048576,2,0.4447914070005936
10240,1,0.22545177699976193
102400,1,0.1920276480013854
1048576,1,0.5043104629985464
10240,2,0.17579585099883843
102400,2,0.20157890699920245
1048576,2,0.5651470180000615
10240,1,0.17864827799894556
102400,1,0.2287046299989015
1048576,1,0.3945832590015925
10240,2,0.20737463000114076
102400,2,0.2016170000006241
1048576,2,0.533374074000676
10240,1,0.17132373999993433
102400,1,0.2536540560013236
1048576,1,0.4751174449993414
10240,2,0.22440033299972129
102400,2,0.21906014799969853
1048576,2,0.5566965739999432
10240,1,0.22675548099869047
102400,1,0.20000342599996657
1048576,1,0.44948500000100466
10240,2,0.17753729600008228
102400,2,0.22592686999996658
1048576,2,0.5352157590004936
10240,1,0.19532796299972688
102400,1,0.21844257399970957
1048576,1,0.5121595919990796
10240,2,0.16849390800052788
102400,2,0.24998203699942678
1048576,2,0.44975796200014884
10240,1,0.24545005500112893
102400,1,0.1951382229999581
1048576,1,0.5636091110009147
10240,2,0.16900553699997545
102400,2,0.21841246300027706
1048576,2,0.5528205359987624
10240,1,0.23398894499950984
102400,1,0.19456596199961496
1048576,1,0.4188392220003152
10240,2,0.1821621850012889
102400,2,0.21255274000031932
1048576,2,0.44835442600015085
10240,1,0.1753663890012831
102400,1,0.254495795999901
1048576,1,0.827049370000168
10240,2,0.17725401799907559
102400,2,0.23265949999949953
1048576,2,0.5599479259999498
10240,1,0.21972068499962916
102400,1,0.19783092600118835
1048576,1,0.4670279260008101
10240,2,0.17993631399986043
102400,2,0.24459425900022325
1048576,2,0.8963502770002378
10240,1,0.17087192500002857
102400,1,0.2267743150005117
1048576,1,0.3886267409998254
10240,2,0.21763020400067035
102400,2,0.2208163710001827
1048576,2,0.8022505740009365
10240,1,0.17747583399977884
102400,1,0.272597481000048
1048576,1,0.3999364819992479
10240,2,0.22205146299893386
102400,2,0.20247707399903447
1048576,2,0.5839041660001385
10240,1,0.18107855500056758
102400,1,0.222864777999348
1048576,1,0.4802001850002853
10240,2,0.22982453700024053
102400,2,0.20744381499935116
1048576,2,0.5915751480006293
10240,1,0.226335426001242
102400,1,0.2464152410011593
1048576,1,0.7538359259997378
10240,2,0.17115625900078157
102400,2,0.20853683299901604
1048576,2,0.542689388999861
10240,1,0.2112508150003123
102400,1,0.20430718500028888
1048576,1,0.3939270179998857
10240,2,0.2316413520002243
102400,2,0.22227140699942538
1048576,2,0.5769189250004274
10240,1,0.1831191109995416
102400,1,0.2497900190010114
1048576,1,0.49428633299976354
10240,2,0.2303615919990989
102400,2,0.2113205370005744
1048576,2,0.5875408880001487
10240,1,0.19240975899992918
102400,1,0.20783092599958763
1048576,1,0.49554020299910917
10240,2,0.248975574000724
102400,2,0.23657279600047332
1048576,2,0.5555613520009501
10240,1,0.18538307400012854
102400,1,0.24783825899976364
1048576,1,0.4858242779991997
10240,2,0.23478179599987925
102400,2,0.21190640699933283
1048576,2,0.5959718699996301
10240,1,0.18994264799948724
102400,1,0.2661624259999371
1048576,1,0.5102909249999357
10240,2,0.2366727959997661
102400,2,0.19529342600071686
1048576,2,0.6111941109993495
10240,1,0.1742821659991023
102400,1,0.26312342600067495
1048576,1,0.49833009199937806
10240,2,0.23706933299945376
102400,2,0.20601585199983674
1048576,2,0.5890907590001007
10240,1,0.180753241000275
102400,1,0.2589453330001561
1048576,1,0.5100553520005633
10240,2,0.21775872200123558
102400,2,0.20143481500053895
1048576,2,0.6148195929999929
10240,1,0.17432103699866275
102400,1,0.2784358710014203
1048576,1,0.4293267780012684
10240,2,0.2146700189987314
102400,2,0.2148120560013922
1048576,2,0.5555512030005048
10240,1,0.18882638899958692
102400,1,0.26507225899877085
1048576,1,0.5038235739993979
10240,2,0.239090925999335
102400,2,0.21853668500079948
1048576,2,0.6074847220006632
10240,1,0.17698918499991123
102400,1,0.2326364629989257
1048576,1,0.5218537410000863
10240,2,0.24753042600059416
102400,2,0.20540420400175208
1048576,2,0.5078951660016173
10240,1,0.18404359299893258
102400,1,0.2246817409995856
1048576,1,0.49720499999966705
10240,2,0.2561967220008228
102400,2,0.21026446300129464
1048576,2,0.5531098329993256
10240,1,0.17800042500130075
102400,1,0.214705648000745
1048576,1,0.39854475900028774
10240,2,0.22700385200005258
102400,2,0.21316807400035032
1048576,2,0.6020100000005186
10240,1,0.190252424999926
102400,1,0.22729951899964362
1048576,1,0.4084700179992069
10240,2,0.19032725899887737
102400,2,0.20633894400089048
1048576,2,0.5707894440001837
10240,1,0.2110861479995947
102400,1,0.19198938800036558
1048576,1,0.4088421289998223
10240,2,0.2588503139995737
102400,2,0.2282301670002198
1048576,2,0.6138518700008717
10240,1,0.17855092600075295
102400,1,0.25560851899899717
1048576,1,0.4021278150012222
10240,2,0.21818651800094813
102400,2,0.20122607399935077
1048576,2,0.5623697959999845
10240,1,0.19107433300086996
102400,1,0.2258040559991059
1048576,1,0.6006498330007162
10240,2,0.2964054629992461
102400,2,0.22355142600099498
1048576,2,0.6289558700009366
10240,1,0.19369622199883452
102400,1,0.2775367220001499
1048576,1,0.576446240000223
10240,2,0.2549965739999607
102400,2,0.2262261479991139
1048576,2,0.719345813999098
10240,1,0.1919934440011275
102400,1,0.2353250369997113
1048576,1,0.48732001799908176
10240,2,0.26603511099892785
102400,2,0.20476814799985732
1048576,2,0.5072871289994509
10240,1,0.18852740799957246
102400,1,0.2049305739983538
1048576,1,0.5285530740002287
10240,2,0.1885200739998254
102400,2,0.2733688890002668
1048576,2,0.5604418139992049
10240,1,0.22205161100100668
102400,1,0.21038079599929915
1048576,1,0.40664592499888386
10240,2,0.18174568499853194
102400,2,0.25979000000006636
1048576,2,0.4594569999990199
10240,1,0.2350092400010908
102400,1,0.21640807399853657
1048576,1,0.5586037960001704
10240,2,0.19405244500012486
102400,2,0.2542912400003843
1048576,2,0.5982193329982692
10240,1,0.2233783699994092
102400,1,0.20796290799989947
1048576,1,0.5311182400000689
10240,2,0.18288981499972579
102400,2,0.26488438900014444
1048576,2,0.45851386999856913
10240,1,0.24081090700019558
102400,1,0.21239520400013134
1048576,1,0.5757375180000963
